resTime,skill_query,query,globalId,code,parameters_msg,results,Text,返回Json
158ms,指尖查词,我要翻译a lot of,1010193972287310725,1000722,"{""intentType"":2,""text"":""a lot of"",""transIntentType"":2,""transType"":2}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972287310725"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":2,""text"":""a lot of"",""transIntentType"":2,""transType"":2}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
55ms,指尖查词,整体认读音节有哪些,1010193972297810809,1000722,"{""alphabetIntentType"":""5"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972297810809"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""5"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
119ms,指尖查词,a是声母还是韵母,1010193972293910776,1000722,"{""alphabetIntentType"":""3"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972293910776"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""3"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
113ms,指尖查词,学习韵母表,1010193972294410781,1000722,"{""alphabetIntentType"":""4"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972294410781"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""4"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
128ms,指尖查词,声母有哪些,1010193972293610641,1000722,"{""alphabetIntentType"":""3"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972293610641"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""3"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
124ms,指尖查词,韵母表,1010193972294210645,1000722,"{""alphabetIntentType"":""4"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972294210645"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""4"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
146ms,指尖查词,声母表,1010193972292810631,1000722,"{""alphabetIntentType"":""3"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972292810631"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""3"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
46ms,指尖查词,辅音字母,1010193972302710011,1000722,"{""alphabetIntentType"":""7"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972302710011"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""7"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
47ms,指尖查词,元音字母有哪些,1010193972302910013,1000722,"{""alphabetIntentType"":""6"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972302910013"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""6"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
89ms,指尖查词,元音字母,1010193972299110676,1000722,"{""alphabetIntentType"":""6"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972299110676"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""6"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
126ms,指尖查词,a是韵母吗,1010193972295710792,1000722,"{""alphabetIntentType"":""4"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972295710792"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""4"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
134ms,指尖查词,韵母有哪些,1010193972295510788,1000722,"{""alphabetIntentType"":""4"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972295510788"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""4"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
63ms,指尖查词,辅音字母有哪些,1010193972302910016,1000722,"{""alphabetIntentType"":""7"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972302910016"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""7"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
79ms,指尖查词,我要学习拼音字母表,1010193972303110020,1000722,"{""alphabetIntentType"":""1"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972303110020"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""1"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
106ms,指尖查词,学习元音字母,1010193972300310002,1000722,"{""alphabetIntentType"":""6"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972300310002"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""6"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
76ms,指尖查词,我想学习拼音字母表,1010193972303710023,1000722,"{""alphabetIntentType"":""1"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972303710023"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""1"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
50ms,指尖查词,我想学习字母表,1010193972307210052,1000722,"{""alphabetIntentType"":""2"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972307210052"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""2"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
65ms,指尖查词,学习拼音字母表,1010193972306710048,1000722,"{""alphabetIntentType"":""1"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972306710048"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""1"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
40ms,指尖查词,有哪些声母,1010193972311210088,1000722,"{""alphabetIntentType"":""3"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972311210088"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""3"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
85ms,指尖查词,我想学习英文字母表,1010193972307610058,1000722,"{""alphabetIntentType"":""2"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972307610058"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""2"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
137ms,指尖查词,学习辅音字母,1010193972303010015,1000722,"{""alphabetIntentType"":""7"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972303010015"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""7"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
106ms,指尖查词,要学习拼音字母表,1010193972306110041,1000722,"{""alphabetIntentType"":""1"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972306110041"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""1"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
64ms,指尖查词,a是不是声母,1010193972311410070,1000722,"{""alphabetIntentType"":""3"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972311410070"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""3"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
64ms,指尖查词,a算不算声母,1010193972312410076,1000722,"{""alphabetIntentType"":""3"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972312410076"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""3"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
145ms,指尖查词,我要学习拼音,1010193972303310021,1000722,"{""intentType"":1,""queryIntentType"":1,""queryType"":""2"",""result"":[""阿"",""阿"",""啊"",""啊"",""啊""],""text"":""学习""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972303310021"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryIntentType"":1,""queryType"":""2"",""result"":[""阿"",""阿"",""啊"",""啊"",""啊""],""text"":""学习""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
133ms,指尖查词,我想学习拼音,1010193972305810044,1000722,"{""intentType"":1,""queryIntentType"":1,""queryType"":""2"",""result"":[""阿"",""阿"",""啊"",""啊"",""啊""],""text"":""学习""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972305810044"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryIntentType"":1,""queryType"":""2"",""result"":[""阿"",""阿"",""啊"",""啊"",""啊""],""text"":""学习""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
118ms,指尖查词,我要学习字母表,1010193972307410056,1000722,"{""alphabetIntentType"":""2"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972307410056"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""2"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
100ms,指尖查词,我想学习声母表,1010193972309110069,1000722,"{""alphabetIntentType"":""3"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972309110069"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""3"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
108ms,指尖查词,我要学习声母表,1010193972308310060,1000722,"{""alphabetIntentType"":""3"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972308310060"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""3"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
70ms,指尖查词,我要学习韵母表,1010193972313110078,1000722,"{""alphabetIntentType"":""4"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972313110078"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""4"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
83ms,指尖查词,a算声母还是韵母,1010193972312210097,1000722,"{""alphabetIntentType"":""3"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972312210097"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""3"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
134ms,指尖查词,我要学习英文字母表,1010193972307510057,1000722,"{""alphabetIntentType"":""2"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972307510057"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""2"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
46ms,指尖查词,有哪些韵母,1010193972316310127,1000722,"{""alphabetIntentType"":""4"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972316310127"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""4"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
156ms,指尖查词,要学习拼音,1010193972306410045,1000722,"{""intentType"":1,""queryIntentType"":1,""queryType"":""2"",""result"":[""阿"",""阿"",""啊"",""啊"",""啊""],""text"":""要学习""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972306410045"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""intentType"":1,""queryIntentType"":1,""queryType"":""2"",""result"":[""阿"",""阿"",""啊"",""啊"",""啊""],""text"":""要学习""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
62ms,指尖查词,韵母都有哪些,1010193972316510097,1000722,"{""alphabetIntentType"":""4"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972316510097"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""4"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
79ms,指尖查词,我想学习韵母表,1010193972213910093,1000722,"{""alphabetIntentType"":""4"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972213910093"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""4"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
158ms,指尖查词,声母都有哪些,1010193972309310070,1000722,"{""alphabetIntentType"":""3"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972309310070"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""3"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
75ms,指尖查词,a算不算韵母,1010193972317510133,1000722,"{""alphabetIntentType"":""4"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972317510133"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""4"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
67ms,指尖查词,整体认读音节都有哪些,1010193972319710155,1000722,"{""alphabetIntentType"":""5"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972319710155"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""5"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
111ms,指尖查词,a是不是韵母,1010193972316310128,1000722,"{""alphabetIntentType"":""4"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972316310128"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""4"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
85ms,指尖查词,有哪些整体认读音节,1010193972320110161,1000722,"{""alphabetIntentType"":""5"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972320110161"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""5"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
70ms,指尖查词,我想元音字母,1010193972321010133,1000722,"{""alphabetIntentType"":""6"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972321010133"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""6"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
70ms,指尖查词,我要学习元音字母,1010193972320810175,1000722,"{""alphabetIntentType"":""6"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972320810175"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""6"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
54ms,指尖查词,元音字母都有哪些,1010193972322710144,1000722,"{""alphabetIntentType"":""6"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972322710144"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""6"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
70ms,指尖查词,我想学习元音字母,1010193972321310135,1000722,"{""alphabetIntentType"":""6"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972321310135"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""6"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
91ms,指尖查词,我要元音字母,1010193972320710169,1000722,"{""alphabetIntentType"":""6"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972320710169"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""6"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
53ms,指尖查词,我要学习辅音字母,1010193972325310166,1000722,"{""alphabetIntentType"":""7"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972325310166"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""7"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
117ms,指尖查词,我要学习整体认读音节,1010193972319510118,1000722,"{""alphabetIntentType"":""5"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972319510118"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""5"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
122ms,指尖查词,我想学习整体认读音节,1010193972320010160,1000722,"{""alphabetIntentType"":""5"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972320010160"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""5"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
139ms,指尖查词,我想整体认读音节,1010193972317810105,1000722,"{""alphabetIntentType"":""5"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972317810105"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""5"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
108ms,指尖查词,有哪些元音字母,1010193972321910139,1000722,"{""alphabetIntentType"":""6"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972321910139"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""6"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
56ms,指尖查词,三个木叫什么,1010193972328010229,1000722,"{""formationIntentType"":2,""intentType"":4,""keyword"":""三个木"",""result"":""森""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972328010229"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""formationIntentType"":2,""intentType"":4,""keyword"":""三个木"",""result"":""森""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
194ms,指尖查词,我要整体认读音节,1010193972317510134,1000722,"{""alphabetIntentType"":""5"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972317510134"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""5"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
90ms,指尖查词,三个木是什么字,1010193972327910228,1000722,"{""formationIntentType"":2,""intentType"":4,""keyword"":""三个木"",""result"":""森""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972327910228"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""formationIntentType"":2,""intentType"":4,""keyword"":""三个木"",""result"":""森""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
146ms,指尖查词,我要辅音字母,1010193972322910191,1000722,"{""alphabetIntentType"":""7"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972322910191"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""7"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
100ms,指尖查词,有哪些辅音字母,1010193972327910226,1000722,"{""alphabetIntentType"":""7"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972327910226"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""7"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
101ms,指尖查词,草字头的字,1010193972328210194,1000722,"{""formationIntentType"":1,""intentType"":4,""keyword"":""艹"",""result"":[""节"",""藏"",""草"",""花"",""墓""]}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972328210194"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""formationIntentType"":1,""intentType"":4,""keyword"":""艹"",""result"":[""节"",""藏"",""草"",""花"",""墓""]}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
131ms,指尖查词,我想辅音字母,1010193972325310165,1000722,"{""alphabetIntentType"":""7"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972325310165"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""7"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
123ms,指尖查词,我想学习辅音字母,1010193972326010212,1000722,"{""alphabetIntentType"":""7"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972326010212"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""7"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
74ms,指尖查词,关于冬天的成语,1010193972331010252,1000722,"{""formationIntentType"":4,""intentType"":4,""keyword"":""冬天"",""result"":[""冬日可爱"",""冬温夏凊"",""暑往寒来"",""无冬无夏"",""夏炉冬扇""]}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972331010252"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""formationIntentType"":4,""intentType"":4,""keyword"":""冬天"",""result"":[""冬日可爱"",""冬温夏凊"",""暑往寒来"",""无冬无夏"",""夏炉冬扇""]}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
132ms,指尖查词,辅音字母都有哪些,1010193972328010191,1000722,"{""alphabetIntentType"":""7"",""intentType"":3}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972328010191"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""alphabetIntentType"":""7"",""intentType"":3}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
123ms,指尖查词,比喻不避艰险，奋不顾身的成语,1010193972329310199,1000722,"{""formationIntentType"":3,""intentType"":4,""keyword"":""不避艰险奋不顾身""}","[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]",好的,"{""globalId"":""1010193972329310199"",""intent"":{""code"":1000722,""operateState"":1010,""parameters"":{""formationIntentType"":3,""intentType"":4,""keyword"":""不避艰险奋不顾身""}},""results"":[{""groupType"":0,""resultType"":""text"",""values"":{""text"":""好的""}}]}"
